cntry,age,ageg10,ageg05,religion,religion03,religion06,pvLIT,pvNUM,pvPSL,wageh
ISR,64,55-65,60-65,Jewish,Jewish,Jewish_Haredim,256.4283,242.0881,,-1
ISR,32,25-34,30-34,Jewish,Jewish,Jewish_Haredim,282.0627,289.5908,,-1
ISR,17,16-24,16-19,Jewish,Jewish,Jewish_Haredim,289.6819,247.9214,,-1
ISR,22,16-24,20-24,Jewish,Jewish,Jewish_Haredim,262.5873,248.069,,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish_Haredim,296.1311,281.0869,,60.12
ISR,23,16-24,20-24,Jewish,Jewish,Jewish_Haredim,213.3372,222.2161,194.0724,41.62
ISR,26,25-34,25-29,Jewish,Jewish,Jewish_Haredim,273.2873,297.4712,278.5647,-1
ISR,43,35-44,40-44,Jewish,Jewish,Jewish_Haredim,271.8848,310.9006,251.4288,500
ISR,26,25-34,25-29,Jewish,Jewish,Jewish_Haredim,313.1626,305.4838,272.4473,52.02
ISR,18,16-24,16-19,Jewish,Jewish,Jewish_Haredim,235.6136,247.6922,,-1
ISR,23,16-24,20-24,Jewish,Jewish,Jewish_Haredim,262.2178,272.975,260.8862,26.97
ISR,39,35-44,35-39,Jewish,Jewish,Jewish_Haredim,291.3518,307.4775,270.0198,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish_Haredim,260.6263,307.5504,338.9555,154.14
ISR,25,25-34,25-29,Jewish,Jewish,Jewish_Haredim,325.3078,327.5933,,-1
ISR,48,45-54,45-49,Jewish,Jewish,Jewish_Haredim,213.1499,186.2468,220.1749,43.16
ISR,38,35-44,35-39,Jewish,Jewish,Jewish_Haredim,313.9621,249.3482,,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish_Haredim,280.2356,288.803,275.4019,-1
ISR,37,35-44,35-39,Jewish,Jewish,Jewish_Haredim,291.7427,240.3438,,70
ISR,56,55-65,55-59,Jewish,Jewish,Jewish_Haredim,221.138,234.939,184.8236,-1
ISR,32,25-34,30-34,Jewish,Jewish,Jewish_Haredim,272.0164,237.2327,248.8036,
ISR,29,25-34,25-29,Jewish,Jewish,Jewish_Haredim,244.0104,273.6416,218.6484,27.53
ISR,22,16-24,20-24,Jewish,Jewish,Jewish_Haredim,229.8101,273.4762,207.6354,31.21
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,262.3575,202.2684,,23
ISR,19,16-24,16-19,Jewish,Jewish,Jewish_Haredim,260.2794,254.3023,282.2228,23.74
ISR,18,16-24,16-19,Jewish,Jewish,Jewish_Haredim,231.9783,227.0517,276.6115,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish_Haredim,235.889,253.9729,,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish_Haredim,231.4669,281.9229,328.9889,20.83
ISR,19,16-24,16-19,Jewish,Jewish,Jewish_Haredim,289.1646,282.6622,,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish_Haredim,316.8275,327.5577,277.8207,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish_Haredim,240.5187,233.8851,261.7653,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish_Haredim,196.6202,205.5499,,-1
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,313.8796,300.9316,339.6205,24
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,221.7317,267.466,,48.89
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,260.8282,246.1862,260.5264,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,222.9304,215.8846,222.7693,
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,230.9934,256.9802,268.035,
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,257.5534,295.8071,248.9293,-1
ISR,19,16-24,16-19,Jewish,Jewish,Jewish,247.9164,238.4738,260.1729,24
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,239.8443,261.3916,,
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,213.8747,189.825,,-1
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,342.3013,365.9012,342.85,-1
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,320.3042,319.1503,337.6509,57.8
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,274.0269,308.694,232.1932,43.67
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,289.1061,278.1251,,61.66
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,349.9697,362.0708,314.6932,-1
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,330.2067,295.5996,312.6648,93
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,276.2974,300.8795,281.568,118.18
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,340.1535,339.856,338.3244,73.01
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,190.2996,190.9542,223.3313,
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,325.2804,273.818,318.6956,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish_Haredim,140.946,155.393,141.5807,
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,200.2192,213.0697,207.8675,5.77
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,225.0358,274.8232,238.0821,41.1
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,275.135,290.8295,289.3469,46.24
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,334.2328,313.7907,346.3896,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,297.6185,286.252,329.6255,-1
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,310.0332,313.9932,350.2946,92.49
ISR,33,25-34,30-34,Jewish,Jewish,Jewish,349.4283,329.0195,,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,309.0314,344.0414,280.6926,
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,261.7151,252.131,245.8252,34.25
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,238.1632,252.4118,301.1569,28.9
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,271.1299,294.249,288.8633,48.55
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,340.9505,344.4066,348.7262,20.23
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,277.2392,295.1141,226.611,29.48
ISR,19,16-24,16-19,Jewish,Jewish,Jewish,222.2779,242.4112,233.441,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,285.703,249.7368,299.0464,37.83
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,281.5038,301.2507,,69.23
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,325.3719,280.9503,308.9584,25.1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,210.5361,211.3598,270.6786,46.24
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,340.5439,377.3426,327.9613,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,326.2931,331.9436,333.5812,27
ISR,49,45-54,45-49,Jewish,Jewish,Jewish,281.3179,321.1903,250.2123,500
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,327.9749,343.6953,348.2575,143.87
ISR,31,25-34,30-34,Not_Classified,Not_Classified,Not_Classified,197.8356,208.3432,190.4692,-1
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,227.5461,233.3137,,
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,240.1701,258.2461,,106.84
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,302.9105,345.2828,345.4948,92.31
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,277.1001,280.6336,259.3963,58.92
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,246.4181,280.4639,284.9258,28.9
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,150.3951,116.0195,,23.1
ISR,49,45-54,45-49,Jewish,Jewish,Jewish,345.9548,261.0453,,46.24
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,278.0201,288.1221,301.5817,-1
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,308.0656,313.9942,289.7007,50.87
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,297.741,316.0974,328.0433,73.99
ISR,41,35-44,40-44,Not_Classified,Not_Classified,Not_Classified,243.2499,211.4181,275.7737,-1
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,260.8125,209.1319,,20
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,331.4694,340.8602,302.0034,92.31
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,324.7162,353.084,317.312,33.4
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,235.8069,168.6566,,24.3
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,296.8451,297.0937,,-1
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,279.278,295.4838,291.7143,-1
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,318.4526,347.3608,307.9963,106.36
ISR,49,45-54,45-49,Jewish,Jewish,Jewish,294.8278,277.1879,258.6751,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,263.2396,237.1198,,23.12
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,160.1613,226.8737,,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,162.8139,167.8802,204.2726,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,340.508,301.4063,351.6024,37.57
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,268.5089,298.1555,215.0159,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,230.0415,170.901,,28.26
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,341.9881,335.1906,350.1458,30
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,273.1469,246.5193,271.7455,40
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,338.369,316.7177,,48.81
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,207.9299,218.3277,208.9634,-1
ISR,50,45-54,50-54,Jewish,Jewish,Jewish,350.3279,309.6867,,32.37
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,237.2872,213.1459,,23
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,333.2878,326.7037,314.9091,2.03
ISR,53,45-54,50-54,Jewish,Jewish,Jewish_Haredim,222.6166,203.1198,,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,370.2101,354.2654,326.7473,104.05
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,269.6508,301.1342,273.091,64.74
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,303.4212,321.7638,291.6171,25.69
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,182.7926,209.005,222.3884,38
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,333.2123,294.5303,,104.05
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,280.6847,285.7739,317.4125,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,247.4018,201.9147,,25.64
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,246.5361,207.9342,,34.22
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,170.511,184.543,,20.81
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,297.9371,309.0768,315.9253,3500
ISR,38,35-44,35-39,Not_Classified,Not_Classified,Not_Classified,255.725,241.6791,190.401,-1
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,326.6918,313.6094,307.9579,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,289.6942,284.0676,342.2869,-1
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,280.0031,283.6057,288.5842,64.74
ISR,18,16-24,16-19,Not_Classified,Not_Classified,Not_Classified,297.1371,281.8774,314.754,23
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,244.7758,268.4423,274.2002,57.8
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,302.9724,316.0936,326.0622,-1
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,318.899,317.2116,298.8932,124.86
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,259.1143,259.387,225.8998,-1
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,296.3336,295.1788,,133.59
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,313.2868,338.067,353.8073,92.49
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,235.1418,228.8304,263.7365,
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,225.6531,239.3267,269.4943,18.75
ISR,55,55-65,55-59,Not_Classified,Not_Classified,Not_Classified,153.5512,139.0796,,23.12
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,287.7181,277.2207,306.5441,55.49
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,199.4576,185.3641,214.5176,34.68
ISR,27,25-34,25-29,Jewish,Jewish,Jewish_Haredim,290.2932,318.1849,315.9991,39.64
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,206.2615,187.6845,197.9662,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,257.8432,232.8095,264.4534,46.24
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,177.6063,211.4633,200.5436,46.24
ISR,16,16-24,16-19,Jewish,Jewish,Jewish_Haredim,227.3793,237.5027,238.2417,-1
ISR,39,35-44,35-39,Not_Classified,Not_Classified,Not_Classified,178.6828,146.496,186.6791,23.12
ISR,28,25-34,25-29,Jewish,Jewish,Jewish_Haredim,330.4442,355.2163,318.6434,41.88
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,269.1463,257.1785,235.8006,-1
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,184.1737,185.16,204.2717,33
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,291.2802,291.7075,313.7491,-1
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,168.1023,182.1797,203.1915,30
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,243.4681,225.1579,,-1
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,240.2247,246.4935,,-1
ISR,30,25-34,30-34,Not_Classified,Not_Classified,Not_Classified,223.1846,200.9432,245.0898,30.83
ISR,44,35-44,40-44,Not_Classified,Not_Classified,Not_Classified,156.5016,182.426,175.9558,-1
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,242.6821,215.0563,,
ISR,58,55-65,55-59,Jewish,Jewish,Jewish,208.6783,204.0401,,25
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,328.581,351.6761,341.9287,1.67
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,222.9706,212.0238,241.2748,28
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,241.0344,245.9939,,29.48
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,178.8564,214.4778,,-1
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,219.2178,218.6839,,-1
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,255.7073,227.2268,,35
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,231.5956,234.8527,228.6101,-1
ISR,32,25-34,30-34,Not_Classified,Not_Classified,Not_Classified,231.2517,235.8241,223.0397,-1
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,149.8875,169.686,,-1
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,191.3578,171.6182,201.2473,23.3
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,201.0417,190.221,,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,216.459,216.5103,229.2794,28.46
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,241.0299,276.4742,270.5668,-1
ISR,26,25-34,25-29,Jewish,Jewish,Jewish,203.0567,166.4359,269.8899,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,248.6138,242.1108,267.1708,36.99
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,260.3812,257.3585,210.9371,
ISR,50,45-54,50-54,Jewish,Jewish,Jewish,221.9362,167.677,165.0237,-1
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,191.041,191.9001,153.1283,33.75
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,254.3991,203.003,258.1546,27.33
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,273.2669,309.2188,301.3095,102.76
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,282.4384,250.3089,233.0444,2.31
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,288.8229,287.3613,325.1678,25
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,212.2692,246.2151,,61.54
ISR,49,45-54,45-49,Jewish,Jewish,Jewish,277.37,225.3914,,33
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,237.8841,247.5739,273.1855,-1
ISR,19,16-24,16-19,Jewish,Jewish,Jewish,257.0571,263.9421,288.446,23.12
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,300.51,283.7217,,
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,181.8215,216.1663,245.4584,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,182.5887,174.5976,209.8747,-1
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,237.1872,167.9055,,25
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,271.1653,258.9651,,-1
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,274.2685,312.4385,279.8549,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish_Haredim,297.4807,262.5087,,-1
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,284.9899,262.4422,286.3299,39.74
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,302.01,259.1619,,34.55
ISR,26,25-34,25-29,Jewish,Jewish,Jewish,212.9992,213.7652,278.4969,25
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,236.5648,213.5835,242.9465,59.45
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,221.5704,229.7318,240.8039,30
ISR,59,55-65,55-59,Not_Classified,Not_Classified,Not_Classified,215.0596,218.6544,254.0187,38
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,222.4078,216.7424,,-1
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,214.0895,216.1648,194.9418,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,193.3451,180.2695,,
ISR,42,35-44,40-44,Not_Classified,Not_Classified,Not_Classified,273.8442,280.3373,268.319,25.69
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,280.3604,256.4027,308.6335,-1
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,231.9794,257.3246,256.7307,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,303.4919,320.8445,273.4515,18
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,288.9923,214.1008,,-1
ISR,26,25-34,25-29,Jewish,Jewish,Jewish,315.9695,318.2569,358.2492,-1
ISR,36,35-44,35-39,Not_Classified,Not_Classified,Not_Classified,193.2723,203.0058,,-1
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,232.6851,228.5597,,-1
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,274.4346,280.539,,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,257.0342,246.6738,274.5645,30.83
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,225.4987,210.9414,,38.65
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,230.5037,260.8263,230.2878,-1
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,209.3874,215.7261,228.4967,
ISR,34,25-34,30-34,Jewish,Jewish,Jewish_Haredim,278.2474,284.7401,,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,44.76109,54.02804,,
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,218.6863,198.5063,266.3944,
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,218.2028,212.0964,240.7605,-1
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,254.5205,267.3159,281.4548,23
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,205.7523,238.4307,211.9252,35.97
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,261.7913,230.3533,279.7172,-1
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,179.716,200.7645,212.1458,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish_Haredim,305.0999,265.3109,325.6324,26.59
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,237.2763,256.7982,253.4766,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,177.8795,189.0803,235.907,12.97
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,198.6532,207.1145,198.365,50
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,236.0572,220.3214,252.0946,25.69
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,333.0483,313.2338,295.4101,102.76
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,315.0238,322.223,308.4131,60.12
ISR,30,25-34,30-34,Jewish,Jewish,Jewish_Haredim,314.1623,314.6551,348.9118,250
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,106.8755,92.67068,,-1
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,88.93621,73.91746,,-1
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,304.5938,266.0487,313.2419,327.55
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,284.6699,267.7179,212.8588,30.83
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,265.1046,237.6673,271.7162,-1
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,285.3634,260.2965,288.8086,50.87
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,191.74,192.7097,,-1
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,292.2305,295.3222,290.6429,-1
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,261.0793,275.9127,252.0747,64.74
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,244.1817,223.0203,241.6296,31.02
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,268.0059,260.3173,279.7466,52.99
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,318.2985,344.6354,277.7196,
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,257.7201,273.3342,266.3548,30
ISR,18,16-24,16-19,Not_Classified,Not_Classified,Not_Classified,302.0365,325.9639,333.8998,-1
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,271.5722,221.0706,,30.83
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,259.0115,198.6406,,-1
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,239.1347,200.4467,243.18,-1
ISR,42,35-44,40-44,Not_Classified,Not_Classified,Not_Classified,285.4876,325.7659,288.6287,50.87
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,168.7988,139.405,160.1468,33.03
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,122.2884,128.3707,,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,327.4464,322.1245,306.0085,48.39
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,217.0332,231.6532,252.6597,23
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,235.5,225.1992,269.7484,42
ISR,18,16-24,16-19,Not_Classified,Not_Classified,Not_Classified,208.1445,193.2837,193.6155,23.11
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,152.7371,184.9481,176.6857,-1
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,229.6488,185.0365,233.9047,28.26
ISR,41,35-44,40-44,Moslems,Arab,Moslems,158.629,169.9856,,34.68
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,285.6678,274.1284,328.8563,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,237.3589,208.8384,,19.82
ISR,50,45-54,50-54,Jewish,Jewish,Jewish_Haredim,208.7517,232.8581,248.982,28.9
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,235.2809,222.8239,270.8865,34.95
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,282.2677,236.8362,261.0958,-1
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,288.5156,306.5487,304.6263,160
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,248.9014,261.5094,295.892,-1
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,197.7188,234.5592,242.3072,34.62
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,189.9322,201.9913,,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,321.0113,333.2786,358.0326,141
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,197.8376,217.666,203.6737,-1
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,186.851,195.5134,196.0023,35.97
ISR,46,45-54,45-49,Not_Classified,Not_Classified,Not_Classified,257.1166,228.909,208.12,33
ISR,16,16-24,16-19,Not_Classified,Not_Classified,Not_Classified,278.7158,280.7952,253.1842,-1
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,174.9728,203.5834,178.6633,30.06
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,263.7883,243.0985,244.27,54.83
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,283.5182,262.8768,287.1008,23
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,284.7655,258.5934,,
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,324.8654,333.0138,343.772,56.52
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,230.4158,122.8338,,-1
ISR,50,45-54,50-54,Jewish,Jewish,Jewish,232.2405,273.4267,249.0014,40.46
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,230.7511,132.4883,,23.08
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,197.3029,181.2933,194.1677,42.39
ISR,53,45-54,50-54,Not_Classified,Not_Classified,Not_Classified,265.1686,264.1279,272.2228,28.63
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,246.8772,272.4313,256.1939,69.36
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,202.5672,246.99,288.2665,
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,205.6049,207.2426,233.8637,30.83
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,279.7949,243.2507,240.7067,42.77
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,189.8695,191.4783,,-1
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,269.2935,258.3107,316.3158,23
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,182.3907,162.7317,171.3744,
ISR,24,16-24,20-24,Jewish,Jewish,Jewish_Haredim,238.4725,224.5648,,-1
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,233.3199,184.9861,272.6702,-1
ISR,29,25-34,25-29,Not_Classified,Not_Classified,Not_Classified,271.2238,292.4548,265.8927,27.75
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,251.7685,239.4192,253.6186,-1
ISR,46,45-54,45-49,Not_Classified,Not_Classified,Not_Classified,229.9874,286.7152,250.6184,50
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,250.7376,171.3929,265.9243,30
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,298.956,282.1995,328.4478,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,216.4959,212.7988,,28.9
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,178.315,185.9022,227.0656,26.97
ISR,25,25-34,25-29,Not_Classified,Not_Classified,Not_Classified,289.8593,284.0781,336.3992,30
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,203.3,214.0304,243.5858,29
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,343.3822,351.634,336.1898,152.69
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,263.9628,286.8973,,71.93
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,248.3717,259.7937,254.6101,62.43
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,177.1765,177.1946,197.6409,-1
ISR,26,25-34,25-29,Jewish,Jewish,Jewish,302.8531,283.8026,305.6603,25
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,175.907,165.3755,,23
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,275.5537,289.8395,323.9796,43.93
