OrderID,OrderDate,Cutomer Name,Customer Country,Customer City,Product Code@ProductName@Sales Cost,Sales Quantity,Sales Price,Fee,Department ,Discount
10923,03/03/2020,La maison d'Asie,France,Toulouse,42@Singaporean Hokkien Fried Mee@5.39308,10,14,8106,Economy and Industry,5
10923,03/03/2020,La maison d'Asie,France,Toulouse,43@Ipoh Coffee@17.72012,10,46,10188,Energy,21
10923,03/03/2020,La maison d'Asie,France,Toulouse,67@Laughing Lumberjack Lager@5.39308,24,14,11344,Energy,11
10924,04/03/2020,Berglunds snabbk?p,Sweden,Lule?,10@Ikura@11.94182,20,31,7289,Economy and Industry,13
10924,04/03/2020,Berglunds snabbk?p,Sweden,Lule?,28@R?ssle Sauerkraut@17.566032,30,45.6,5305,Energy,15
10924,04/03/2020,Berglunds snabbk?p,Sweden,Lule?,75@Rh?nbr?u Klosterbier@2.985455,6,7.75,9564,Energy,10
10925,04/03/2020,Hanari Carnes,Brazil,Rio de Janeiro,36@Inlagd Sill@7.31918,25,19,11856,Economy and Industry,19
10925,04/03/2020,Hanari Carnes,Brazil,Rio de Janeiro,52@Filo Mix@2.69654,12,7,7707,Finance,19
10926,04/03/2020,Ana Trujillo Emparedados y helados,Mexico,M?xico D.F.,11@Queso Cabrales@8.08962,2,21,11181,Communications,20
10926,04/03/2020,Ana Trujillo Emparedados y helados,Mexico,M?xico D.F.,13@Konbu@2.31132,10,6,8826,Agriculture and Rural Development,7
10926,04/03/2020,Ana Trujillo Emparedados y helados,Mexico,M?xico D.F.,19@Teatime Chocolate Biscuits@3.544024,7,9.2,12311,Defense,23
10926,04/03/2020,Ana Trujillo Emparedados y helados,Mexico,M?xico D.F.,72@Mozzarella di Giovanni@13.405656,10,34.8,8204,Energy,25
10927,05/03/2020,La corne d'abondance,France,Versailles,20@Sir Rodney's Marmalade@31.20282,5,81,8863,Culture and Sports,5
10927,05/03/2020,La corne d'abondance,France,Versailles,52@Filo Mix@2.69654,5,7,5976,Energy,17
10927,05/03/2020,La corne d'abondance,France,Versailles,76@Lakkalik??ri@6.93396,20,18,9936,Energy,5
10928,05/03/2020,Galer?a del gastr?nomo,Spain,Barcelona,47@Zaanse koeken@3.65959,5,9.5,6929,Finance,19
10928,05/03/2020,Galer?a del gastr?nomo,Spain,Barcelona,76@Lakkalik??ri@6.93396,5,18,11540,Culture and Sports,10
10929,05/03/2020,Frankenversand,Israel,Haifa,21@Sir Rodney's Scones@3.8522,60,10,8698,Agriculture and Rural Development,13
10929,05/03/2020,Frankenversand,Israel,Haifa,75@Rh?nbr?u Klosterbier@2.985455,49,7.75,10375,Defense,16
10929,05/03/2020,Frankenversand,Israel,Haifa,77@Original Frankfurter gr?ne So?e@5.00786,15,13,10399,Energy,20
10930,06/03/2020,Supr?mes d?lices,Belgium,Charleroi,21@Sir Rodney's Scones@3.8522,36,10,8414,Culture and Sports,15
10930,06/03/2020,Supr?mes d?lices,Belgium,Charleroi,27@Schoggi Schokolade@16.911158,25,43.9,9392,Defense,16
10930,06/03/2020,Supr?mes d?lices,Belgium,Charleroi,55@P?t? chinois@9.24528,25,24,9267,Culture and Sports,20
10930,06/03/2020,Supr?mes d?lices,Belgium,Charleroi,58@Escargots de Bourgogne@5.104165,30,13.25,10350,Energy,5
10931,06/03/2020,Richter Supermarkt,Switzerland,Gen?ve,13@Konbu@2.31132,42,6,10678,Economy and Industry,8
10931,06/03/2020,Richter Supermarkt,Switzerland,Gen?ve,57@Ravioli Angelo@7.51179,30,19.5,6504,Energy,14
10932,06/03/2020,Bon app',France,Marseille,16@Pavlova@6.722089,30,17.45,10396,Finance,23
10932,06/03/2020,Bon app',France,Marseille,62@Tarte au sucre@18.991346,14,49.3,11551,Defense,11
10932,06/03/2020,Bon app',France,Marseille,72@Mozzarella di Giovanni@13.405656,16,34.8,8668,Culture and Sports,14
10932,06/03/2020,Bon app',France,Marseille,75@Rh?nbr?u Klosterbier@2.985455,20,7.75,8429,Culture and Sports,21
10933,06/03/2020,Island Trading,UK,Cowes,53@Perth Pasties@12.635216,2,32.8,12266,Communications,24
10933,06/03/2020,Island Trading,UK,Cowes,61@Sirop d'?rable@10.97877,30,28.5,8338,Culture and Sports,15
10934,09/03/2020,Lehmanns Marktstand,Israel,Beer Sheva,6@Grandma's Boysenberry Spread@9.6305,20,25,11373,Economy and Industry,5
10935,09/03/2020,Wellington Importadora,Brazil,Resende,1@Chai@6.93396,21,18,5485,Agriculture and Rural Development,10
10935,09/03/2020,Wellington Importadora,Brazil,Resende,18@Carnarvon Tigers@24.07625,4,62.5,11334,Energy,8
10935,09/03/2020,Wellington Importadora,Brazil,Resende,23@Tunnbr?d@3.46698,8,9,7617,Finance,15
10936,09/03/2020,Great Lakes Food Market,USA,Eugene,36@Inlagd Sill@7.31918,30,19,7503,Communications,11
10937,10/03/2020,Cactus Comidas para llevar,Argentina,Buenos Aires,28@R?ssle Sauerkraut@17.566032,8,45.6,6853,Communications,10
10937,10/03/2020,Cactus Comidas para llevar,Argentina,Buenos Aires,34@Sasquatch Ale@5.39308,20,14,10983,Agriculture and Rural Development,20
10938,10/03/2020,QUICK-Stop,Israel,Bat Yam,13@Konbu@2.31132,20,6,9632,Energy,14
10938,10/03/2020,QUICK-Stop,Israel,Bat Yam,43@Ipoh Coffee@17.72012,24,46,10675,Defense,22
10938,10/03/2020,QUICK-Stop,Israel,Bat Yam,60@Camembert Pierrot@13.09748,49,34,7656,Culture and Sports,24
10938,10/03/2020,QUICK-Stop,Israel,Bat Yam,71@Flotemysost@8.28223,35,21.5,10728,Agriculture and Rural Development,16
10939,10/03/2020,Magazzini Alimentari Riuniti,Italy,Bergamo,2@Chang@7.31918,10,19,5736,Energy,9
10939,10/03/2020,Magazzini Alimentari Riuniti,Italy,Bergamo,67@Laughing Lumberjack Lager@5.39308,40,14,8548,Finance,10
10940,11/03/2020,Bon app',France,Marseille,7@Uncle Bob's Organic Dried Pears@11.5566,8,30,5428,Defense,9
10940,11/03/2020,Bon app',France,Marseille,13@Konbu@2.31132,20,6,8490,Communications,6
10941,11/03/2020,Save-a-lot Markets,USA,Boise,31@Gorgonzola Telino@4.81525,44,12.5,8440,Culture and Sports,18
10941,11/03/2020,Save-a-lot Markets,USA,Boise,62@Tarte au sucre@18.991346,30,49.3,7727,Culture and Sports,14
10941,11/03/2020,Save-a-lot Markets,USA,Boise,68@Scottish Longbreads@4.81525,80,12.5,9665,Economy and Industry,9
10941,11/03/2020,Save-a-lot Markets,USA,Boise,72@Mozzarella di Giovanni@13.405656,50,34.8,9565,Energy,24
10942,11/03/2020,Reggiani Caseifici,Italy,Reggio Emilia,49@Maxilaku@7.7044,28,20,11175,Culture and Sports,21
10943,11/03/2020,B's Beverages,UK,London,13@Konbu@2.31132,15,6,12329,Economy and Industry,14
10943,11/03/2020,B's Beverages,UK,London,22@Gustaf's Kn?ckebr?d@8.08962,21,21,5959,Agriculture and Rural Development,13
10943,11/03/2020,B's Beverages,UK,London,46@Spegesild@4.62264,15,12,5870,Energy,22
10944,12/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,11@Queso Cabrales@8.08962,5,21,6280,Culture and Sports,21
10944,12/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,44@Gula Malacca@7.492529,18,19.45,11092,Defense,13
10944,12/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,56@Gnocchi di nonna Alice@14.63836,18,38,9887,Agriculture and Rural Development,22
10945,12/03/2020,Morgenstern Gesundkost,Israel,Rishon Le Zion,13@Konbu@2.31132,20,6,11882,Energy,10
10945,12/03/2020,Morgenstern Gesundkost,Israel,Rishon Le Zion,31@Gorgonzola Telino@4.81525,10,12.5,6098,Defense,18
10946,12/03/2020,Vaffeljernet,Denmark,?rhus,10@Ikura@11.94182,25,31,6277,Energy,15
10946,12/03/2020,Vaffeljernet,Denmark,?rhus,24@Guaran? Fant?stica@1.73349,25,4.5,5577,Communications,7
10946,12/03/2020,Vaffeljernet,Denmark,?rhus,77@Original Frankfurter gr?ne So?e@5.00786,40,13,8258,Agriculture and Rural Development,23
10947,13/03/2020,B's Beverages,UK,London,59@Raclette Courdavault@21.1871,4,55,6670,Defense,10
10948,13/03/2020,Godos Cocina T?pica,Spain,Sevilla,50@Valkoinen suklaa@6.259825,9,16.25,8758,Economy and Industry,24
10948,13/03/2020,Godos Cocina T?pica,Spain,Sevilla,51@Manjimup Dried Apples@20.41666,40,53,10841,Finance,9
10948,13/03/2020,Godos Cocina T?pica,Spain,Sevilla,55@P?t? chinois@9.24528,4,24,5365,Communications,9
10949,13/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,6@Grandma's Boysenberry Spread@9.6305,12,25,8822,Agriculture and Rural Development,23
10949,13/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,10@Ikura@11.94182,30,31,6980,Defense,7
10949,13/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,17@Alice Mutton@15.02358,6,39,7145,Agriculture and Rural Development,25
10949,13/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,62@Tarte au sucre@18.991346,60,49.3,8045,Finance,8
10950,16/03/2020,Magazzini Alimentari Riuniti,Italy,Bergamo,4@Chef Anton's Cajun Seasoning@8.47484,5,22,10224,Economy and Industry,8
10951,16/03/2020,Richter Supermarkt,Switzerland,Gen?ve,33@Geitost@0.96305,15,2.5,8026,Defense,14
10951,16/03/2020,Richter Supermarkt,Switzerland,Gen?ve,41@Jack's New England Clam Chowder@3.717373,6,9.65,11750,Energy,16
10951,16/03/2020,Richter Supermarkt,Switzerland,Gen?ve,75@Rh?nbr?u Klosterbier@2.985455,50,7.75,10031,Communications,12
10952,16/03/2020,Alfreds Futterkiste,Israel,Netivot,6@Grandma's Boysenberry Spread@9.6305,16,25,7194,Agriculture and Rural Development,15
10952,16/03/2020,Alfreds Futterkiste,Israel,Netivot,28@R?ssle Sauerkraut@17.566032,2,45.6,7152,Culture and Sports,14
10953,16/03/2020,Around the Horn,UK,Colchester,20@Sir Rodney's Marmalade@31.20282,50,81,11991,Agriculture and Rural Development,8
10953,16/03/2020,Around the Horn,UK,Colchester,31@Gorgonzola Telino@4.81525,50,12.5,10381,Defense,15
10954,17/03/2020,LINO-Delicateses,Venezuela,I. de Margarita,16@Pavlova@6.722089,28,17.45,10607,Economy and Industry,8
10954,17/03/2020,LINO-Delicateses,Venezuela,I. de Margarita,31@Gorgonzola Telino@4.81525,25,12.5,6198,Energy,6
10954,17/03/2020,LINO-Delicateses,Venezuela,I. de Margarita,45@Rogede sild@3.65959,30,9.5,5268,Economy and Industry,17
10954,17/03/2020,LINO-Delicateses,Venezuela,I. de Margarita,60@Camembert Pierrot@13.09748,24,34,9077,Finance,16
10955,17/03/2020,Folk och f? HB,Sweden,Br?cke,75@Rh?nbr?u Klosterbier@2.985455,12,7.75,11394,Finance,17
10956,17/03/2020,Blauer See Delikatessen,Israel,Lod,21@Sir Rodney's Scones@3.8522,12,10,7552,Finance,8
10956,17/03/2020,Blauer See Delikatessen,Israel,Lod,47@Zaanse koeken@3.65959,14,9.5,7793,Defense,21
10956,17/03/2020,Blauer See Delikatessen,Israel,Lod,51@Manjimup Dried Apples@20.41666,8,53,10139,Communications,20
10957,18/03/2020,HILARION-Abastos,Venezuela,San Crist?bal,30@Nord-Ost Matjeshering@9.9733458,30,25.89,9217,Energy,23
10957,18/03/2020,HILARION-Abastos,Venezuela,San Crist?bal,35@Steeleye Stout@6.93396,40,18,9592,Energy,24
10957,18/03/2020,HILARION-Abastos,Venezuela,San Crist?bal,64@Wimmers gute Semmelkn?del@12.808565,8,33.25,9176,Energy,13
10958,18/03/2020,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,5@Chef Anton's Gumbo Mix@8.224447,20,21.35,11501,Agriculture and Rural Development,15
10958,18/03/2020,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,7@Uncle Bob's Organic Dried Pears@11.5566,6,30,8875,Defense,6
10958,18/03/2020,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,72@Mozzarella di Giovanni@13.405656,5,34.8,5913,Energy,7
10959,18/03/2020,Gourmet Lanchonetes,Brazil,Campinas,75@Rh?nbr?u Klosterbier@2.985455,20,7.75,8060,Economy and Industry,23
10960,19/03/2020,HILARION-Abastos,Venezuela,San Crist?bal,24@Guaran? Fant?stica@1.73349,10,4.5,9055,Defense,17
10960,19/03/2020,HILARION-Abastos,Venezuela,San Crist?bal,41@Jack's New England Clam Chowder@3.717373,24,9.65,11580,Culture and Sports,13
10961,19/03/2020,Queen Cozinha,Brazil,Sao Paulo,52@Filo Mix@2.69654,6,7,6780,Energy,8
10961,19/03/2020,Queen Cozinha,Brazil,Sao Paulo,76@Lakkalik??ri@6.93396,60,18,8334,Economy and Industry,15
10962,19/03/2020,QUICK-Stop,Israel,Bat Yam,7@Uncle Bob's Organic Dried Pears@11.5566,45,30,5094,Finance,20
10962,19/03/2020,QUICK-Stop,Israel,Bat Yam,13@Konbu@2.31132,77,6,10816,Agriculture and Rural Development,5
10962,19/03/2020,QUICK-Stop,Israel,Bat Yam,53@Perth Pasties@12.635216,20,32.8,5517,Culture and Sports,11
10962,19/03/2020,QUICK-Stop,Israel,Bat Yam,69@Gudbrandsdalsost@13.86792,9,36,10320,Finance,23
10962,19/03/2020,QUICK-Stop,Israel,Bat Yam,76@Lakkalik??ri@6.93396,44,18,6870,Finance,19
10963,19/03/2020,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,60@Camembert Pierrot@13.09748,2,34,10595,Economy and Industry,21
10964,20/03/2020,Sp?cialit?s du monde,France,Paris,18@Carnarvon Tigers@24.07625,6,62.5,10092,Culture and Sports,24
10964,20/03/2020,Sp?cialit?s du monde,France,Paris,38@C?te de Blaye@101.50547,5,263.5,8920,Communications,11
10964,20/03/2020,Sp?cialit?s du monde,France,Paris,69@Gudbrandsdalsost@13.86792,10,36,5156,Energy,11
10965,20/03/2020,Old World Delicatessen,USA,Anchorage,51@Manjimup Dried Apples@20.41666,16,53,9904,Agriculture and Rural Development,14
10966,20/03/2020,Chop-suey Chinese,Switzerland,Bern,37@Gravad lax@10.01572,8,26,5934,Economy and Industry,8
10966,20/03/2020,Chop-suey Chinese,Switzerland,Bern,56@Gnocchi di nonna Alice@14.63836,12,38,11623,Economy and Industry,5
10966,20/03/2020,Chop-suey Chinese,Switzerland,Bern,62@Tarte au sucre@18.991346,12,49.3,10596,Defense,8
10967,23/03/2020,Toms Spezialit?ten,Israel,Tel Aviv,19@Teatime Chocolate Biscuits@3.544024,12,9.2,8785,Culture and Sports,18
10967,23/03/2020,Toms Spezialit?ten,Israel,Tel Aviv,49@Maxilaku@7.7044,40,20,8708,Energy,14
10968,23/03/2020,Ernst Handel,Austria,Graz,12@Queso Manchego La Pastora@14.63836,30,38,6006,Agriculture and Rural Development,7
10968,23/03/2020,Ernst Handel,Austria,Graz,24@Guaran? Fant?stica@1.73349,30,4.5,10967,Finance,18
10968,23/03/2020,Ernst Handel,Austria,Graz,64@Wimmers gute Semmelkn?del@12.808565,4,33.25,6828,Agriculture and Rural Development,14
10969,23/03/2020,Com?rcio Mineiro,Brazil,Sao Paulo,46@Spegesild@4.62264,9,12,10261,Defense,25
10970,24/03/2020,B?lido Comidas preparadas,Spain,Madrid,52@Filo Mix@2.69654,40,7,12465,Culture and Sports,23
10971,24/03/2020,France restauration,France,Nantes,29@Th?ringer Rostbratwurst@47.6863838,14,123.79,9515,Energy,18
10972,24/03/2020,La corne d'abondance,France,Versailles,17@Alice Mutton@15.02358,6,39,7954,Energy,20
10972,24/03/2020,La corne d'abondance,France,Versailles,33@Geitost@0.96305,7,2.5,11764,Defense,13
10973,24/03/2020,La corne d'abondance,France,Versailles,26@Gumb?r Gummib?rchen@12.0304206,5,31.23,7918,Defense,22
10973,24/03/2020,La corne d'abondance,France,Versailles,41@Jack's New England Clam Chowder@3.717373,6,9.65,8335,Energy,16
10973,24/03/2020,La corne d'abondance,France,Versailles,75@Rh?nbr?u Klosterbier@2.985455,10,7.75,6338,Finance,14
10974,25/03/2020,Split Rail Beer & Ale,USA,Lander,63@Vegie-spread@16.911158,10,43.9,12126,Culture and Sports,12
10975,25/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,8@Northwoods Cranberry Sauce@15.4088,16,40,10485,Culture and Sports,7
10975,25/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,75@Rh?nbr?u Klosterbier@2.985455,10,7.75,7243,Economy and Industry,8
10976,25/03/2020,HILARION-Abastos,Venezuela,San Crist?bal,28@R?ssle Sauerkraut@17.566032,20,45.6,5736,Energy,23
10977,26/03/2020,Folk och f? HB,Sweden,Br?cke,39@Chartreuse verte@6.93396,30,18,9492,Defense,11
10977,26/03/2020,Folk och f? HB,Sweden,Br?cke,47@Zaanse koeken@3.65959,30,9.5,11228,Defense,24
10977,26/03/2020,Folk och f? HB,Sweden,Br?cke,51@Manjimup Dried Apples@20.41666,10,53,9799,Defense,16
10977,26/03/2020,Folk och f? HB,Sweden,Br?cke,63@Vegie-spread@16.911158,20,43.9,12116,Defense,20
10978,26/03/2020,Maison Dewey,Belgium,Bruxelles,8@Northwoods Cranberry Sauce@15.4088,20,40,11323,Communications,5
10978,26/03/2020,Maison Dewey,Belgium,Bruxelles,21@Sir Rodney's Scones@3.8522,40,10,7268,Energy,14
10978,26/03/2020,Maison Dewey,Belgium,Bruxelles,40@Boston Crab Meat@7.088048,10,18.4,9527,Economy and Industry,21
10978,26/03/2020,Maison Dewey,Belgium,Bruxelles,44@Gula Malacca@7.492529,6,19.45,6809,Agriculture and Rural Development,21
10979,26/03/2020,Ernst Handel,Austria,Graz,7@Uncle Bob's Organic Dried Pears@11.5566,18,30,10718,Economy and Industry,7
10979,26/03/2020,Ernst Handel,Austria,Graz,12@Queso Manchego La Pastora@14.63836,20,38,8699,Agriculture and Rural Development,14
10979,26/03/2020,Ernst Handel,Austria,Graz,24@Guaran? Fant?stica@1.73349,80,4.5,8015,Defense,9
10979,26/03/2020,Ernst Handel,Austria,Graz,27@Schoggi Schokolade@16.911158,30,43.9,6368,Economy and Industry,14
10979,26/03/2020,Ernst Handel,Austria,Graz,31@Gorgonzola Telino@4.81525,24,12.5,9284,Defense,15
10979,26/03/2020,Ernst Handel,Austria,Graz,63@Vegie-spread@16.911158,35,43.9,12352,Communications,11
10980,27/03/2020,Folk och f? HB,Sweden,Br?cke,75@Rh?nbr?u Klosterbier@2.985455,40,7.75,5116,Economy and Industry,11
10981,27/03/2020,Hanari Carnes,Brazil,Rio de Janeiro,38@C?te de Blaye@101.50547,60,263.5,8273,Finance,13
10982,27/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,7@Uncle Bob's Organic Dried Pears@11.5566,20,30,7677,Agriculture and Rural Development,23
10982,27/03/2020,Bottom-Dollar Markets,Canada,Tsawassen,43@Ipoh Coffee@17.72012,9,46,8706,Energy,18
10983,27/03/2020,Save-a-lot Markets,USA,Boise,13@Konbu@2.31132,84,6,11005,Agriculture and Rural Development,10
10983,27/03/2020,Save-a-lot Markets,USA,Boise,57@Ravioli Angelo@7.51179,15,19.5,11502,Communications,22
10984,30/03/2020,Save-a-lot Markets,USA,Boise,16@Pavlova@6.722089,55,17.45,11635,Finance,14
10984,30/03/2020,Save-a-lot Markets,USA,Boise,24@Guaran? Fant?stica@1.73349,20,4.5,11054,Energy,10
10984,30/03/2020,Save-a-lot Markets,USA,Boise,36@Inlagd Sill@7.31918,40,19,10834,Defense,22
10985,30/03/2020,Hungry Owl All-Night Grocers,Ireland,Cork,16@Pavlova@6.722089,36,17.45,5375,Finance,8
10985,30/03/2020,Hungry Owl All-Night Grocers,Ireland,Cork,18@Carnarvon Tigers@24.07625,8,62.5,7427,Defense,11
10985,30/03/2020,Hungry Owl All-Night Grocers,Ireland,Cork,32@Mascarpone Fabioli@12.32704,35,32,7114,Communications,7
10986,30/03/2020,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,11@Queso Cabrales@8.08962,30,21,8054,Culture and Sports,9
10986,30/03/2020,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,20@Sir Rodney's Marmalade@31.20282,15,81,7957,Communications,17
10986,30/03/2020,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,76@Lakkalik??ri@6.93396,10,18,8199,Communications,23
10986,30/03/2020,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,77@Original Frankfurter gr?ne So?e@5.00786,15,13,5702,Economy and Industry,6
10987,31/03/2020,Eastern Connection,UK,London,7@Uncle Bob's Organic Dried Pears@11.5566,60,30,10556,Communications,20
10987,31/03/2020,Eastern Connection,UK,London,43@Ipoh Coffee@17.72012,6,46,12345,Defense,9
10987,31/03/2020,Eastern Connection,UK,London,72@Mozzarella di Giovanni@13.405656,20,34.8,6520,Communications,11
10988,31/03/2020,Rattlesnake Canyon Grocery,USA,Albuquerque,7@Uncle Bob's Organic Dried Pears@11.5566,60,30,5760,Communications,24
10988,31/03/2020,Rattlesnake Canyon Grocery,USA,Albuquerque,62@Tarte au sucre@18.991346,40,49.3,7049,Economy and Industry,5
10989,31/03/2020,Que Del?cia,Brazil,Rio de Janeiro,6@Grandma's Boysenberry Spread@9.6305,40,25,11754,Energy,8
10989,31/03/2020,Que Del?cia,Brazil,Rio de Janeiro,11@Queso Cabrales@8.08962,15,21,6825,Agriculture and Rural Development,24
10989,31/03/2020,Que Del?cia,Brazil,Rio de Janeiro,41@Jack's New England Clam Chowder@3.717373,4,9.65,12481,Finance,22
10990,01/04/2020,Ernst Handel,Austria,Graz,21@Sir Rodney's Scones@3.8522,65,10,8946,Economy and Industry,21
10990,01/04/2020,Ernst Handel,Austria,Graz,34@Sasquatch Ale@5.39308,60,14,7648,Defense,25
10990,01/04/2020,Ernst Handel,Austria,Graz,55@P?t? chinois@9.24528,65,24,11014,Finance,12
10990,01/04/2020,Ernst Handel,Austria,Graz,61@Sirop d'?rable@10.97877,66,28.5,6625,Culture and Sports,25
10991,01/04/2020,QUICK-Stop,Israel,Bat Yam,2@Chang@7.31918,50,19,11841,Agriculture and Rural Development,18
10991,01/04/2020,QUICK-Stop,Israel,Bat Yam,70@Outback Lager@5.7783,20,15,7379,Finance,14
10991,01/04/2020,QUICK-Stop,Israel,Bat Yam,76@Lakkalik??ri@6.93396,90,18,8627,Communications,5
10992,01/04/2020,The Big Cheese,USA,Portland,72@Mozzarella di Giovanni@13.405656,2,34.8,12428,Economy and Industry,17
10993,01/04/2020,Folk och f? HB,Sweden,Br?cke,29@Th?ringer Rostbratwurst@47.6863838,50,123.79,8384,Finance,23
10993,01/04/2020,Folk och f? HB,Sweden,Br?cke,41@Jack's New England Clam Chowder@3.717373,35,9.65,11202,Economy and Industry,10
10994,02/04/2020,Vaffeljernet,Denmark,?rhus,59@Raclette Courdavault@21.1871,18,55,12418,Economy and Industry,22
10995,02/04/2020,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,51@Manjimup Dried Apples@20.41666,20,53,11550,Finance,13
10995,02/04/2020,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,60@Camembert Pierrot@13.09748,4,34,6190,Finance,25
10996,02/04/2020,QUICK-Stop,Israel,Bat Yam,42@Singaporean Hokkien Fried Mee@5.39308,40,14,11172,Agriculture and Rural Development,7
10997,03/04/2020,LILA-Supermercado,Venezuela,Barquisimeto,32@Mascarpone Fabioli@12.32704,50,32,8652,Defense,13
10997,03/04/2020,LILA-Supermercado,Venezuela,Barquisimeto,46@Spegesild@4.62264,20,12,5097,Defense,19
10997,03/04/2020,LILA-Supermercado,Venezuela,Barquisimeto,52@Filo Mix@2.69654,20,7,9740,Communications,10
10998,03/04/2020,Wolski  Zajazd,Poland,Warszawa,24@Guaran? Fant?stica@1.73349,12,4.5,6188,Culture and Sports,24
10998,03/04/2020,Wolski  Zajazd,Poland,Warszawa,61@Sirop d'?rable@10.97877,7,28.5,10878,Culture and Sports,25
10998,03/04/2020,Wolski  Zajazd,Poland,Warszawa,74@Longlife Tofu@3.8522,20,10,9634,Energy,19
10998,03/04/2020,Wolski  Zajazd,Poland,Warszawa,75@Rh?nbr?u Klosterbier@2.985455,30,7.75,5770,Agriculture and Rural Development,9
10999,03/04/2020,Ottilies K?seladen,Israel,Hadera,41@Jack's New England Clam Chowder@3.717373,20,9.65,12298,Economy and Industry,10
10999,03/04/2020,Ottilies K?seladen,Israel,Hadera,51@Manjimup Dried Apples@20.41666,15,53,8880,Finance,15
10999,03/04/2020,Ottilies K?seladen,Israel,Hadera,77@Original Frankfurter gr?ne So?e@5.00786,21,13,5181,Agriculture and Rural Development,8
11000,06/04/2020,Rattlesnake Canyon Grocery,USA,Albuquerque,4@Chef Anton's Cajun Seasoning@8.47484,25,22,10824,Economy and Industry,8
11000,06/04/2020,Rattlesnake Canyon Grocery,USA,Albuquerque,24@Guaran? Fant?stica@1.73349,30,4.5,10729,Agriculture and Rural Development,11
11000,06/04/2020,Rattlesnake Canyon Grocery,USA,Albuquerque,77@Original Frankfurter gr?ne So?e@5.00786,30,13,6270,Defense,20
11001,06/04/2020,Folk och f? HB,Sweden,Br?cke,7@Uncle Bob's Organic Dried Pears@11.5566,60,30,12406,Economy and Industry,5
11001,06/04/2020,Folk och f? HB,Sweden,Br?cke,22@Gustaf's Kn?ckebr?d@8.08962,25,21,7374,Agriculture and Rural Development,12
11001,06/04/2020,Folk och f? HB,Sweden,Br?cke,46@Spegesild@4.62264,25,12,12391,Communications,13
11001,06/04/2020,Folk och f? HB,Sweden,Br?cke,55@P?t? chinois@9.24528,6,24,6439,Communications,19
11002,06/04/2020,Save-a-lot Markets,USA,Boise,13@Konbu@2.31132,56,6,6336,Economy and Industry,23
11002,06/04/2020,Save-a-lot Markets,USA,Boise,35@Steeleye Stout@6.93396,15,18,11809,Culture and Sports,18
11002,06/04/2020,Save-a-lot Markets,USA,Boise,42@Singaporean Hokkien Fried Mee@5.39308,24,14,7186,Communications,20
11002,06/04/2020,Save-a-lot Markets,USA,Boise,55@P?t? chinois@9.24528,40,24,9698,Energy,5
11003,06/04/2020,The Cracker Box,USA,Butte,1@Chai@6.93396,4,18,12127,Culture and Sports,14
11003,06/04/2020,The Cracker Box,USA,Butte,40@Boston Crab Meat@7.088048,10,18.4,9156,Energy,21
11003,06/04/2020,The Cracker Box,USA,Butte,52@Filo Mix@2.69654,10,7,9031,Defense,8
11004,07/04/2020,Maison Dewey,Belgium,Bruxelles,26@Gumb?r Gummib?rchen@12.0304206,6,31.23,11763,Communications,19
11004,07/04/2020,Maison Dewey,Belgium,Bruxelles,76@Lakkalik??ri@6.93396,6,18,5813,Energy,5
11005,07/04/2020,Wilman Kala,Finland,Helsinki,1@Chai@6.93396,2,18,8368,Finance,24
11005,07/04/2020,Wilman Kala,Finland,Helsinki,59@Raclette Courdavault@21.1871,10,55,6391,Economy and Industry,23
11006,07/04/2020,Great Lakes Food Market,USA,Eugene,1@Chai@6.93396,8,18,10928,Culture and Sports,13
11006,07/04/2020,Great Lakes Food Market,USA,Eugene,29@Th?ringer Rostbratwurst@47.6863838,2,123.79,7660,Agriculture and Rural Development,19
11007,08/04/2020,Princesa Isabel Vinhos,Portugal,Lisboa,8@Northwoods Cranberry Sauce@15.4088,30,40,7830,Culture and Sports,18
11007,08/04/2020,Princesa Isabel Vinhos,Portugal,Lisboa,29@Th?ringer Rostbratwurst@47.6863838,10,123.79,7510,Defense,15
11007,08/04/2020,Princesa Isabel Vinhos,Portugal,Lisboa,42@Singaporean Hokkien Fried Mee@5.39308,14,14,9834,Energy,10
11008,08/04/2020,Ernst Handel,Austria,Graz,28@R?ssle Sauerkraut@17.566032,70,45.6,9540,Finance,14
